Region,MainSourceofIncome,AgriculturalHouseholdindicator,ImputedHouseRentalValue,HouseholdHeadSex,HouseholdHeadAge,HouseholdHeadMaritalStatus,HouseholdHeadHighestGradeCompleted,HouseholdHeadJoborBusinessIndicator,HouseholdHeadOccupation,HouseholdHeadClassofWorker,TypeofHousehold,TotalNumberofFamilymembers,Memberswithagelessthan5yearold,Memberswithage517yearsold,Totalnumberoffamilymembersemployed,Electricity,MainSourceofWaterSupply,TotalMovableAssests,Dependants,HouseSpacePerPerson,MovableMerchPerPerson,TotalNecessaryExpenditure,TotalUnnecessaryExpenditure,CurrentTaxPaid,PredNecessaryExp,PredUnnecessaryExp,AdjustedTax
6,1,0,24000,0,72,5,21,0,359,2,0,7,0,3,4,1,4,3,3,20.0,0.42857142857142855,81696,60100,24734.600000000002,100694.39215893278,54120.43925273218,13294.160558889434
6,1,0,51000,1,34,2,42,0,359,2,1,4,1,1,2,1,3,9,2,15.0,2.25,66466,195022,138965.8,82526.57224043377,92430.0026769023,155642.10311045332
9,2,2,30000,1,54,5,21,1,241,4,0,5,1,1,2,1,7,7,3,4.0,1.4,107389,105881,13072.400000000001,85461.36690522898,93449.11374081159,14294.227189462861
6,2,0,36000,1,62,2,21,1,128,1,1,4,0,0,2,1,4,8,2,62.5,2.0,113959,92480,40208.75,88293.24354794173,91487.93552510573,41663.612975636905
9,2,0,30000,0,45,5,42,1,95,4,1,3,0,1,2,1,3,5,1,66.66666666666667,1.6666666666666667,59422,122212,18992.8,68450.74975547876,79451.6435530989,22045.181112928814
3,1,0,120000,0,67,5,41,0,359,2,0,7,0,5,1,1,0,10,6,28.571428571428573,1.4285714285714286,134139,95692,219370.59999999998,117759.71552583968,98516.46996356003,183523.0072464464
6,0,0,60000,1,47,2,42,1,131,1,1,5,0,1,0,1,3,17,5,10.0,3.4,107560,206564,69348.5,117580.40012712083,127653.81533649589,75289.76430843992
1,1,0,78000,1,66,2,6,0,359,2,0,4,0,0,0,1,3,7,4,37.5,1.75,58823,32070,1108.0,79015.511068808,53869.33153001603,755.3861074603587
9,1,2,36000,1,77,2,21,0,359,2,1,2,0,0,0,1,3,4,2,25.0,2.0,77091,31702,4419.2,57405.00454943591,37910.65221875437,2918.4694888551417
6,2,0,60000,1,56,2,21,1,171,4,1,6,0,1,3,1,3,7,3,16.0,1.1666666666666667,105039,39821,12780.400000000001,102538.88301365804,94243.98873459741,11746.528128877846
4,1,0,30000,1,48,2,8,0,359,2,0,4,1,0,0,1,9,15,4,15.0,3.75,60962,128886,130480.9,91202.81250615568,102977.31514053298,147326.29827850402
9,1,2,300000,1,84,2,21,0,359,2,0,8,0,4,2,1,3,15,6,17.5,1.875,131377,88054,245800.0,147602.43012595284,162476.1117180889,270568.90747819893
1,2,0,36000,1,53,2,42,1,37,4,0,7,1,2,2,1,3,13,5,5.714285714285714,1.8571428571428572,142086,47410,36299.0,115228.811904443,117620.04587547858,37052.278633008915
12,2,0,228000,1,42,2,4,1,293,4,1,6,0,4,2,1,3,12,4,20.0,2.0,120937,260949,224614.3,123088.02408862648,150354.42286490937,274370.7496627706
3,1,0,33000,1,58,2,21,1,287,3,1,3,0,2,1,1,4,14,2,42.666666666666664,4.666666666666667,78461,46290,20803.600000000002,90640.74283332433,110902.22047544894,25453.955492461097
12,1,0,0,1,28,3,21,1,281,4,2,9,0,2,2,1,3,13,7,5.555555555555555,1.4444444444444444,111089,78824,5771.6,144182.8239788383,127794.36475088674,5115.574346806193
6,1,0,120000,0,34,2,5,0,359,2,1,5,1,3,0,1,3,17,5,14.0,3.4,113145,86041,129210.5,108479.15513651108,140111.33592448223,166887.87581068702
5,1,0,24000,1,64,2,43,0,359,2,0,6,2,0,2,1,9,7,4,7.5,1.1666666666666667,73863,56993,10422.0,93026.54299881814,52570.3479205203,5889.589662969882
16,0,0,10500,1,44,2,16,1,129,1,1,5,0,2,0,1,3,4,5,9.8,0.8,109147,17378,12660.400000000001,91128.99103345473,29985.399810740437,4165.822000866133
5,2,0,30000,1,58,2,21,1,370,3,1,3,0,0,2,1,4,11,1,33.333333333333336,3.6666666666666665,67409,66002,42235.0,84294.59493782013,111201.22590745633,55716.30992077073
13,2,0,33000,1,60,2,21,1,124,0,1,5,0,2,1,1,3,8,4,6.4,1.6,92354,58361,24607.0,99301.77311997199,82013.1939412761,20322.886489396355
2,2,0,36000,1,46,2,4,1,204,4,1,6,0,4,2,1,3,7,4,12.5,1.1666666666666667,84093,40218,31739.5,99820.90913403443,83186.42116957143,26450.324261887443
12,1,0,24000,1,68,2,10,1,362,1,0,10,2,3,1,1,0,14,9,10.0,1.4,208985,148256,229528.0,155261.91602609772,114145.01686506576,168743.74670605626
9,2,2,30000,1,48,2,21,1,352,3,1,6,0,3,1,1,3,11,5,6.0,1.8333333333333333,103565,153892,29740.0,110112.35003532143,116976.39471921131,31593.89457979421
8,2,0,27000,1,53,2,41,1,260,3,1,6,0,1,3,1,3,11,3,7.5,1.8333333333333333,139084,174283,258405.09999999998,114923.05027109274,126582.37609773225,284621.15717093635
3,0,0,45000,1,38,2,22,1,129,1,1,7,0,5,1,1,3,22,6,11.428571428571429,3.142857142857143,135173,98001,120489.25,149500.29499338154,170715.79407659915,137587.80872207973
4,2,0,39600,0,64,5,35,1,350,3,1,3,0,0,3,1,9,7,0,53.333333333333336,2.3333333333333335,75920,121656,19502.8,76843.61109481062,94729.56041261274,24042.22868360058
3,2,0,48000,1,67,5,42,0,359,2,0,5,1,0,3,1,3,10,2,16.0,2.0,116813,106268,58901.0,93242.50114601209,110623.366556521,69880.43900004629
5,0,0,15000,1,47,2,17,0,359,2,0,7,0,2,1,1,3,8,6,7.142857142857143,1.1428571428571428,115830,55857,5879.200000000001,108210.0507417294,55965.8831846663,3040.7029491614817
9,2,2,120000,1,58,2,44,0,359,2,0,7,1,2,2,1,3,12,5,14.285714285714286,1.7142857142857142,194487,126706,102996.75,116050.42083388662,130848.54152654698,116130.33733643396
14,0,0,21000,1,51,2,18,1,77,1,0,6,0,1,1,1,3,3,5,13.5,0.5,120855,67078,2605.0,94703.19103264173,27088.744674640806,745.1299064792545
5,2,0,18000,1,44,2,21,1,146,4,1,4,1,1,1,1,3,5,3,15.0,1.25,58788,97507,28097.2,72345.09820666518,59463.84319628359,23094.411874067937
6,1,0,30000,1,63,2,29,0,359,2,1,3,0,0,1,1,3,13,2,74.0,4.333333333333333,72735,38028,11230.0,86355.74078081294,100534.9827242953,13073.91779383226
9,2,0,0,1,46,2,36,1,119,4,1,3,0,1,3,1,7,3,0,2.6666666666666665,1.0,82246,119553,4839.2,66165.56894530113,56046.12241897645,4099.086578309728
3,0,0,27000,1,38,2,35,1,131,0,1,5,0,3,0,1,4,15,5,10.0,3.0,104060,123837,57276.25,111000.72205328694,109127.22453082989,56309.52734733908
9,2,2,18000,1,36,2,8,1,306,4,0,5,1,1,3,1,8,5,2,6.0,1.0,83271,66547,3079.6000000000004,79686.21264909304,83169.59863511911,3214.220973013303
6,1,0,240000,1,68,5,4,0,359,2,1,1,0,0,2,1,3,13,-1,350.0,13.0,43497,39198,97181.75,57250.9070129421,130801.93837773906,222032.48713714312
6,2,0,42000,1,46,2,21,1,37,4,1,3,0,1,3,1,3,11,0,20.0,3.6666666666666665,67256,107548,40879.5,79752.75848923608,119697.99654642293,61354.545504277594
3,2,0,30000,1,44,2,22,1,285,4,1,3,0,1,1,1,3,14,2,13.333333333333334,4.666666666666667,87490,85164,38138.0,84100.58869722947,124580.68072130694,56494.94343558293
12,1,0,24000,1,57,2,6,1,158,1,0,4,0,1,0,1,3,9,4,2.5,2.25,90284,32121,133.20000000000002,89018.52506511548,68495.98536249158,102.49175936817736
11,0,0,24000,1,44,2,21,1,37,5,1,7,0,3,1,1,4,11,6,11.428571428571429,1.5714285714285714,110478,55504,3392.0,121860.76449495963,82606.7985931975,2299.364048710818
9,2,2,0,1,49,2,6,1,30,4,1,4,0,0,2,1,8,7,2,15.0,1.75,157587,101350,22532.0,77308.22907859692,87263.32368830119,25433.4788518543
1,2,0,30000,1,37,2,21,1,198,4,0,8,1,2,4,1,6,13,4,12.5,1.625,106981,67369,41060.0,125134.15168521492,138038.422325654,45294.2505651799
9,2,2,18000,0,63,2,12,0,359,2,0,4,0,0,2,1,3,4,2,7.5,1.0,52733,43310,458.6,68315.94041309238,63309.65539157072,424.9931683149334
14,2,0,10200,1,59,5,6,1,120,1,1,4,1,0,1,1,7,4,3,15.0,1.0,75348,48150,11614.0,76649.3070522788,55473.43911203908,8405.40569281073
13,1,0,10500,0,48,5,41,1,230,3,0,5,0,1,2,1,4,9,3,12.0,1.8,115070,148819,110538.0,98150.08334980963,95473.84194164278,107523.97940338355
5,1,0,21000,1,70,2,42,0,359,2,1,3,0,0,0,1,3,5,3,33.333333333333336,1.6666666666666667,70183,22008,2634.8,69647.72907904618,33679.91346276981,1274.1238970044703
16,1,0,42000,1,72,2,33,0,359,2,0,6,0,1,1,1,3,12,5,13.0,2.0,146688,85869,23183.4,117771.24715927226,90893.30261891894,17892.44694917491
7,2,0,30000,0,58,5,41,1,133,3,0,7,1,1,2,1,3,12,5,14.285714285714286,1.7142857142857142,114181,76486,61501.5,115196.37602487225,121345.27692562848,64784.29970080143
5,2,0,48000,0,69,5,43,1,132,0,0,3,0,1,1,1,3,4,2,17.0,1.3333333333333333,107531,102838,75359.5,66395.94497912806,59353.56427435182,67366.38703371241
2,0,0,15000,1,54,2,11,1,129,0,0,5,0,1,1,1,4,12,4,24.0,2.4,104693,90284,154617.4,104026.1231099069,92531.81977449222,137533.04423048373
4,0,0,24000,0,43,3,41,1,129,0,0,4,0,2,0,1,3,6,4,14.0,1.5,62349,30010,33787.0,77657.88232558017,45026.22234130213,19589.781857140148
14,2,0,15000,0,48,5,11,1,128,1,0,9,1,2,2,1,3,16,7,11.11111111111111,1.7777777777777777,67941,38060,9709.6,144311.19667678655,152028.50825937866,10228.83904913741
5,2,0,33000,1,49,2,8,1,187,3,0,5,0,0,2,1,3,13,3,20.0,2.6,67347,93968,33142.5,102388.71109472578,126594.9725982668,40977.89526285173
1,2,0,40998,1,54,2,41,1,13,4,1,6,0,2,3,1,3,11,3,11.666666666666666,1.8333333333333333,83448,94920,92025.75,108258.74934228175,118740.88348868876,100936.12687285538
6,2,0,19200,1,47,2,7,1,56,3,1,5,0,2,1,1,3,13,4,10.0,2.6,70959,103710,55025.0,103027.42008447438,117105.10905604296,62543.627905322974
5,2,0,15000,1,38,2,10,1,37,5,1,4,0,1,2,1,3,6,2,22.5,1.5,122062,78710,31480.0,75724.49044701662,77121.61321593655,32060.80846111962
9,0,0,120000,1,70,5,42,1,131,0,1,2,0,0,0,1,3,6,2,15.0,3.0,50644,23396,22000.0,69073.24832467546,57286.49711130268,18245.89065979156
14,1,0,106800,1,59,2,5,0,359,2,0,5,1,0,4,1,3,15,1,20.0,3.0,103506,120354,273533.8,114766.53225925135,154277.46748706864,367703.90378953505
7,2,0,60000,0,58,5,36,0,359,2,0,9,1,2,5,1,3,19,4,5.333333333333333,2.111111111111111,94307,62833,23686.4,151909.11677062922,194191.77215517088,30279.31495988769
3,1,0,12000,1,40,2,21,1,350,3,0,5,0,2,4,1,0,9,1,10.0,1.8,44380,40886,6789.6,97481.96167317376,107318.79873096707,7474.733821080799
4,0,0,24000,1,44,2,43,1,129,0,1,6,1,1,0,1,4,11,6,10.0,1.8333333333333333,83743,53612,20754.0,107428.2531873303,78377.95931785824,15141.791097043288
1,1,0,10800,1,73,2,21,1,287,1,0,5,0,1,1,1,4,8,4,20.0,1.6,95094,72094,23462.600000000002,96287.56315320604,63871.338035772016,15563.66789980609
1,2,0,51000,1,41,2,15,1,38,4,0,6,0,3,1,1,3,9,5,25.0,1.5,104617,74276,12100.0,97935.34697942667,87936.38758538957,10864.619594463022
13,0,0,9000,1,38,2,6,1,180,4,1,6,0,4,1,1,3,7,5,13.333333333333334,1.1666666666666667,92403,52074,27919.4,106273.25111676416,57298.20718646571,15053.00297968827
13,0,0,7200,1,70,2,16,1,290,1,0,7,1,1,0,1,7,3,7,3.4285714285714284,0.42857142857142855,96464,18072,20322.800000000003,103810.661786164,7090.657312752424,1388.123415805168
12,2,0,36000,1,49,2,43,0,359,2,1,5,0,1,3,1,3,10,2,20.4,2.0,129294,94108,10920.0,100571.12496417391,110325.92404736928,11979.174847914246
2,2,0,48000,0,72,5,33,0,359,2,0,4,0,1,1,1,3,20,3,37.5,5.0,183023,167439,139092.4,106258.57257344386,165004.42634720524,215990.68306129202
3,2,0,27000,1,49,2,21,1,128,1,1,5,0,1,3,1,4,10,2,18.0,2.0,96770,129910,113240.0,98794.74301452223,116405.67747291517,133425.91432314643
15,2,0,18000,1,62,2,18,1,203,4,0,13,3,4,5,1,3,10,8,6.230769230769231,0.7692307692307693,158522,68412,29662.800000000003,164715.87949435058,111174.19664211897,20020.765273386725
9,1,2,540000,0,61,5,42,0,359,2,1,1,0,0,0,1,3,10,1,220.0,10.0,35847,33810,125000.0,53904.703774034904,146635.38169942857,340033.8269043152
3,0,0,24000,0,65,5,21,1,129,1,0,4,1,3,1,1,3,11,3,31.5,2.75,79235,52328,17061.600000000002,90233.69423644972,82939.51471824209,15682.399310934345
8,0,1,21000,1,61,2,6,1,287,0,0,8,1,2,0,1,3,14,8,12.5,1.75,114473,55417,11123.800000000001,135172.97483323017,99879.73728351084,8219.41089160069
9,2,2,120000,1,44,2,4,1,281,4,1,5,0,2,2,1,3,7,3,36.0,1.4,69647,118042,33625.0,93073.42402069991,110127.5416721013,39786.2077997779
9,1,2,120000,1,71,2,21,0,359,2,0,14,3,3,4,1,3,14,10,3.5714285714285716,1.0,235869,315607,283810.3,179522.52753173988,147534.34587659442,233239.6247938133
3,2,0,39000,0,48,5,35,1,39,4,0,5,0,2,1,1,3,6,4,14.4,1.2,93305,82099,15792.6,80984.05551190519,72273.15511503608,14093.898141491916
9,2,2,36000,1,61,2,35,1,37,5,0,7,2,0,4,1,3,9,3,7.142857142857143,1.2857142857142858,106617,86321,62142.5,104489.08581077725,115537.96431326425,68713.5684232054
9,0,2,21000,1,36,2,6,1,128,1,1,6,1,3,0,1,7,7,6,3.3333333333333335,1.1666666666666667,89478,50943,18921.0,96039.9332325224,58493.94712717057,11523.997740748182
11,2,0,15000,1,50,2,21,1,287,0,0,6,1,0,2,1,3,5,4,5.0,0.8333333333333334,97318,47021,32220.5,93970.30390586758,68494.46010378793,23485.352925801242
5,2,0,36000,1,84,2,18,0,359,2,1,3,0,0,1,1,3,5,2,16.666666666666668,1.6666666666666667,56662,61741,2090.8,70527.86477876203,48546.520664851756,1439.1626022490468
3,1,0,36000,0,54,3,21,1,350,3,0,4,1,0,1,1,4,13,3,30.0,3.25,91245,50078,9628.4,90886.77119255802,108015.59150944011,11442.999983859605
9,0,2,108000,1,55,2,35,1,129,1,1,5,0,0,3,1,3,18,2,8.0,3.6,174584,452154,-1303975.36,114468.11702329398,142440.66329163226,-1622627.5055834763
3,1,0,33000,1,40,2,35,1,129,1,1,5,0,2,0,1,4,11,5,16.0,2.2,67768,56238,11295.2,98925.70665107574,89215.16245911109,10186.463530277886
12,2,0,15000,1,46,2,6,1,370,4,0,5,0,0,2,1,0,11,3,10.8,2.2,85642,109520,33585.25,101960.98885131854,115894.68498400903,38174.91388333916
3,2,0,21000,1,63,2,15,0,359,2,0,13,3,2,5,1,3,4,8,22.153846153846153,0.3076923076923077,109107,47511,20850.4,138579.33695484823,64980.99470186361,9776.924624579367
9,2,2,48000,1,35,1,38,1,268,4,1,2,0,0,1,1,3,9,1,25.0,4.5,26660,99774,31118.5,60113.28931565413,102637.62410710982,53131.82729039857
9,2,2,0,1,58,2,21,1,260,3,0,7,1,1,2,1,3,8,5,2.857142857142857,1.1428571428571428,89417,118118,6252.200000000001,105160.02904269056,92321.4289213768,5488.891959775974
6,1,0,18000,0,56,5,36,1,129,1,0,4,1,2,1,1,7,9,3,20.0,2.25,87047,119954,46100.5,83211.74363321834,77033.24335572222,42677.52218934151
10,0,1,12000,1,46,2,6,1,158,1,1,10,0,7,4,1,0,2,6,2.8,0.2,254701,22713,7047.8,128749.96638594524,49113.85433311011,2688.5026247795568
5,2,0,12000,1,61,2,21,1,37,3,1,4,0,1,2,1,3,10,2,8.75,2.5,94888,125374,59620.0,88688.34147548358,98959.94534422606,66525.00027924993
5,1,1,18000,1,79,2,11,0,359,2,1,2,0,0,0,1,8,4,2,40.0,2.0,55081,10238,55826.25,58077.46424032995,25823.001541134905,24822.043431860282
1,0,1,120000,1,62,2,6,1,362,1,0,4,0,1,0,1,6,8,4,30.0,2.0,89896,54638,100873.75,88739.26237563444,70480.145594818,80117.82379484132
15,0,0,24000,1,32,2,4,1,130,1,0,4,1,0,0,1,3,8,4,13.75,2.0,110531,58212,4235.6,82523.43508631206,59907.830160481295,3074.830866678533
0,2,0,10200,1,27,2,5,1,276,4,1,5,1,2,1,0,1,2,4,13.6,0.4,66636,16585,2626.0,55350.75483468438,40545.99919637295,1923.6195460690594
12,2,0,13800,1,57,2,18,1,75,3,0,6,2,0,2,1,3,5,4,8.333333333333334,0.8333333333333334,111415,102470,15070.0,89005.99529468123,59081.06479108569,10003.27723378502
15,1,2,48000,0,79,5,17,0,359,2,0,6,0,2,0,1,4,14,6,10.0,2.3333333333333335,117904,36780,27885.600000000002,116893.97893509723,113913.55131710858,27174.605189648562
0,2,0,7200,1,31,2,21,1,30,4,0,14,3,3,4,1,6,7,10,2.5714285714285716,0.5,168163,85734,21452.0,147071.96348161213,83421.49115602497,12167.906009514789
2,1,0,36000,1,34,2,4,1,55,3,0,5,1,1,3,1,3,12,2,6.0,2.4,94721,52253,57999.5,95028.06916111124,119293.53397851807,72809.70122897686
10,2,0,30000,0,69,5,6,1,132,0,1,2,0,0,1,1,3,6,1,33.0,3.0,45804,39474,9948.0,62340.64070331726,73707.68115883597,11761.894069354392
2,1,0,240000,1,71,2,6,0,359,2,0,17,1,5,5,1,3,36,12,35.294117647058826,2.1176470588235294,535866,248924,371892.4,276608.81903132837,325535.66670649993,437673.10384767153
4,2,1,6000,1,59,2,36,1,103,4,1,7,0,1,7,1,8,5,0,4.285714285714286,0.7142857142857143,95697,26104,35940.0,105836.51966725345,104848.38473469537,35604.44881608172
9,2,0,270000,1,67,2,7,1,183,4,1,6,0,0,2,1,3,16,4,17.5,2.6666666666666665,102182,267198,332815.0,132396.61350686342,182650.97908617795,459143.055055672
11,2,0,36000,1,41,2,7,1,28,3,1,3,1,2,2,1,4,9,1,45.0,3.0,112503,92650,52618.0,75420.68012586475,96571.59053666562,67374.14648579464
6,2,0,18000,1,74,2,16,0,359,2,0,7,0,3,1,1,9,8,6,11.428571428571429,1.1428571428571428,96597,89865,35259.5,110759.12999325663,58778.98426404838,18711.9345898112
11,2,0,18000,1,53,2,21,1,128,1,1,3,0,0,1,1,7,7,2,33.333333333333336,2.3333333333333335,74077,19336,6368.0,75241.35472502402,71612.76257496439,6060.896613889718
0,0,0,9000,1,35,2,7,1,126,7,1,6,2,2,0,1,3,10,6,4.166666666666667,1.6666666666666667,51118,26336,64000.0,96217.23700295258,65863.17909484939,43809.649844143925
5,2,0,15000,1,40,2,21,1,74,3,1,5,1,2,2,1,3,6,3,9.0,1.2,61048,37223,5519.400000000001,83293.750179949,73797.89765025358,4890.164212931096
4,0,0,36000,1,46,2,35,1,128,1,1,5,0,2,1,1,3,11,4,10.0,2.2,89079,84853,7336.6,103343.07329173524,88298.31718413472,6268.5326961814935
9,2,2,78000,1,69,2,4,1,129,1,1,4,0,0,2,1,3,15,2,30.0,3.75,58373,93021,66895.5,102245.03221705086,156184.7895713307,102186.47658684572
9,0,2,66000,0,61,5,21,1,129,0,1,4,0,0,2,1,3,14,2,100.0,3.5,74924,122651,111763.25,103111.56373415944,144742.1384569053,156886.8827127927
9,2,2,36000,1,49,2,21,1,281,4,1,6,1,1,2,1,5,8,4,5.333333333333333,1.3333333333333333,90756,48280,5079.0,98433.79870526119,100344.31006424919,5177.578814593503
9,2,2,51000,1,55,5,21,1,129,1,0,15,3,1,7,1,3,15,8,3.3333333333333335,1.0,191459,152361,204090.4,187289.69199430125,199053.96104272653,216909.97565434934
2,0,0,12000,1,48,2,36,1,77,0,0,6,1,0,1,1,3,15,5,16.666666666666668,2.5,107840,54425,30724.0,114107.72794306687,111200.98023349393,29941.34558878012
9,2,0,48000,1,52,2,21,1,28,4,1,6,1,2,2,1,3,8,4,2.5,1.3333333333333333,83127,99843,26817.2,100226.97006968246,87908.55626783111,23521.227205677907
8,2,0,36000,1,60,2,43,1,37,4,0,6,1,0,3,1,3,8,3,12.666666666666666,1.3333333333333333,110241,82797,27459.0,98867.16038640295,90913.98757840008,25250.115156120282
10,2,0,48000,1,77,2,42,0,359,2,0,6,0,1,2,1,3,10,4,15.0,1.6666666666666667,114379,87182,25575.4,110020.40597252198,92069.60262995663,21402.547048320223
6,1,0,8400,0,60,5,42,0,359,2,0,4,0,2,0,1,3,7,4,10.0,1.75,91054,41919,75200.0,78144.35404336012,53559.43429371269,51541.40063212185
1,2,0,90000,1,41,2,41,1,292,3,1,6,1,3,1,1,3,8,5,10.0,1.3333333333333333,84824,41242,13426.2,99070.58309189077,89043.93429318737,12067.372910264514
12,2,0,12000,0,50,1,43,1,314,4,0,4,0,2,1,1,3,2,3,9.0,0.5,34421,163116,20261.2,72141.85714173994,32585.176473787098,9151.618820590455
9,2,2,42000,1,64,2,42,0,359,2,1,7,0,1,3,1,3,10,4,11.428571428571429,1.4285714285714286,138934,142524,81574.25,115376.30778470066,119870.65586809666,84751.87876262348
2,2,0,4200,1,44,2,6,1,129,1,1,7,0,5,1,1,0,11,6,6.142857142857143,1.5714285714285714,112134,129392,19122.4,116293.5137286873,103067.35456101123,16947.593358091995
6,1,0,36000,0,49,1,5,0,359,2,0,5,0,2,2,1,3,10,3,24.0,2.0,84756,155113,65015.0,95133.91135730328,88530.10969169246,60501.92827653062
9,2,0,0,0,69,5,4,0,359,2,0,4,0,1,1,1,3,8,3,8.0,2.0,89024,93432,38375.0,80627.49657573354,75425.6451629922,35899.15669043569
3,1,0,11400,1,60,2,43,0,359,2,0,9,0,3,4,1,8,4,5,5.555555555555555,0.4444444444444444,82143,35925,2900.0,117441.73547211953,48095.968235199296,1187.638341015404
11,2,0,90000,1,85,2,24,0,359,2,0,6,0,1,2,1,3,14,4,50.0,2.3333333333333335,166532,231545,456019.0,125900.92963689077,135395.9285700157,490410.32602890633
13,2,0,21000,1,40,2,21,1,350,3,1,7,0,5,2,1,3,5,5,4.285714285714286,0.7142857142857143,115502,43954,9711.2,110097.9242554947,69377.0861437091,6119.413817424114
9,2,2,60000,1,51,2,7,1,63,4,1,3,0,1,1,1,3,10,2,8.0,3.3333333333333335,98590,75812,69847.25,74912.69506238951,110108.05525269726,102662.77105427696
5,2,0,78000,0,55,2,6,0,359,2,0,14,1,3,5,1,3,16,9,2.5,1.1428571428571428,217574,212793,141699.4,184503.15727663308,168950.35573002804,129754.76620617973
10,2,0,60000,1,57,2,7,1,51,3,1,4,0,0,2,1,3,14,2,30.0,3.5,82037,81550,93422.5,100283.83807829664,137394.7866892007,127994.34789731847
9,2,2,24000,1,48,2,21,1,230,3,0,3,0,0,2,1,3,5,1,6.666666666666667,1.6666666666666667,78278,33924,6644.0,64657.0631670836,79660.20844291516,8185.686125691084
7,2,0,18000,1,51,2,5,1,150,1,1,5,0,2,1,1,3,8,4,5.0,1.6,87551,117734,72568.25,94413.09225067528,83615.59875773676,64269.02805429224
9,2,2,12000,1,32,2,11,1,281,4,1,5,0,3,1,1,3,4,4,8.0,0.8,55422,81889,7301.6,80519.21758662377,68220.55870863932,6186.339688796862
9,1,2,54000,0,67,5,41,1,131,1,0,3,0,1,1,1,3,14,2,40.0,4.666666666666667,74954,86052,151970.2,86204.91235628769,132714.57508176786,233961.84703179737
8,2,0,34800,1,37,2,44,1,68,1,0,6,1,1,1,1,3,10,5,6.666666666666667,1.6666666666666667,95622,62967,33572.5,99715.65243421271,96817.32415350694,32596.684028999953
5,1,0,66000,0,80,5,35,1,214,4,0,5,0,0,3,1,3,24,2,40.0,4.8,108121,152205,145320.7,136102.85661181872,208832.59078331426,222976.20366631955
5,2,0,15000,1,55,5,21,0,359,2,0,5,1,0,2,1,4,7,3,10.0,1.4,55269,62185,24549.2,82918.22350171974,79687.1703580167,23592.59762134738
13,2,0,18000,1,32,2,38,1,167,3,1,5,2,1,2,1,3,8,3,22.0,1.6,341169,78499,44459.5,89095.59203118597,91916.11088168171,45866.96421876542
15,1,0,84000,0,51,2,4,1,280,3,1,1,0,0,1,1,3,22,0,48.0,22.0,100730,221618,215890.0,44679.385867477446,148257.40563057558,716377.1542545615
13,2,0,105000,1,55,2,3,0,359,2,1,6,0,1,2,1,3,6,4,13.0,1.0,98247,73034,44542.5,101035.82584465342,82779.80616001153,36494.17902073231
13,2,0,42000,1,49,2,21,1,350,3,1,5,0,2,2,1,3,11,3,36.0,2.2,106373,102171,26280.4,108505.03842089919,116653.44177939951,28253.979317045665
6,2,0,0,0,69,5,6,0,359,2,0,6,1,2,2,1,7,4,4,8.333333333333334,0.6666666666666666,113620,137868,28906.0,86055.76565138315,47699.9629095565,16022.344550965934
11,2,0,96000,1,50,2,40,1,108,4,0,7,0,2,1,1,3,17,6,8.571428571428571,2.4285714285714284,130663,81760,57075.0,134095.51123005882,150907.36010305345,64230.61815324269
15,0,1,30000,1,39,2,42,1,103,7,1,3,0,1,0,1,3,13,3,23.333333333333332,4.333333333333333,93165,117553,57570.0,86119.24277460203,96372.68617983369,64424.34193127014
6,2,0,120000,1,57,2,7,1,129,1,1,2,0,0,1,1,3,19,1,150.0,9.5,159802,145064,114347.25,83740.58175016633,165805.64703952745,226406.59256469697
12,2,0,42000,1,71,5,42,1,320,7,0,17,3,6,3,1,3,13,14,10.588235294117647,0.7647058823529411,171515,213158,139571.8,205351.32676851467,122137.07098562819,83013.29780746077
6,2,0,96000,1,57,2,21,0,359,2,0,5,1,0,2,1,3,16,3,18.0,3.2,157267,305182,358446.1,108872.18743810907,153505.62802958966,505395.31711472664
5,2,0,36000,0,48,1,42,1,74,4,1,3,0,0,1,1,3,8,2,20.0,2.6666666666666665,84703,116370,78425.0,69889.90320714441,81061.25628523991,90960.62138372057
11,2,0,33000,0,80,5,15,1,320,4,0,4,0,0,3,1,3,9,1,8.0,2.25,95036,84016,43064.5,92074.40439358736,106211.19995951526,49676.47904736381
2,2,0,60000,1,49,2,4,1,239,4,1,3,0,0,2,1,3,15,1,40.0,5.0,94201,69439,54994.5,87346.28580794278,144124.5852944653,90742.94839970997
6,2,0,51000,1,40,2,42,1,350,3,1,3,0,1,1,1,4,21,2,11.666666666666666,7.0,67949,74535,19434.4,99824.44291782804,174835.3340519522,34037.95420021754
5,1,0,36000,0,78,5,11,1,124,0,0,2,0,1,0,1,4,4,2,50.0,2.0,46869,24255,1753.2,59009.48681757737,36050.606983998194,1071.0807290992886
9,2,2,0,1,49,2,21,1,37,4,0,7,0,2,3,1,3,8,4,5.0,1.1428571428571428,84503,69384,46861.5,105456.00788113274,102245.47082213478,45434.83322763538
9,2,2,0,1,60,2,21,0,359,2,0,10,2,1,3,1,3,10,7,4.0,1.0,134476,138476,116327.0,129867.72602347875,108871.499524618,97519.95598129278
1,0,0,21000,0,36,2,41,1,129,1,0,3,0,1,0,1,3,6,3,33.333333333333336,2.0,97784,32036,20148.0,65114.25515840026,43603.03588473905,13491.883841235755
2,1,0,12000,1,56,2,21,1,13,4,1,8,2,4,2,1,3,5,6,8.75,0.625,130178,19000,17969.0,105904.93878708394,46235.14959628797,7844.7654340840045
