Region,MainSourceofIncome,AgriculturalHouseholdindicator,ImputedHouseRentalValue,HouseholdHeadSex,HouseholdHeadAge,HouseholdHeadMaritalStatus,HouseholdHeadHighestGradeCompleted,HouseholdHeadJoborBusinessIndicator,HouseholdHeadOccupation,HouseholdHeadClassofWorker,TypeofHousehold,TotalNumberofFamilymembers,Memberswithagelessthan5yearold,Memberswithage517yearsold,Totalnumberoffamilymembersemployed,Electricity,MainSourceofWaterSupply,TotalMovableAssests,Dependants,HouseSpacePerPerson,MovableMerchPerPerson,TotalNecessaryExpenditure,TotalUnnecessaryExpenditure,CurrentTaxPaid,PredNecessaryExp,PredUnnecessaryExp,AdjustedTax
6,0,0,102000,1,58,2,4,1,80,4,1,3,0,0,2,1,3,16,1,33.333333333333336,5.333333333333333,65164,181518,222731.8,96529.76164433181,138680.0624000256,319988.9795261271
16,0,0,42000,1,39,2,43,1,68,0,1,4,0,2,0,1,4,7,4,20.0,1.75,57401,29041,10566.0,89385.85263088728,54444.29288282219,6435.676135186506
15,2,0,90000,0,50,1,20,1,226,4,0,4,0,2,1,1,3,16,3,15.0,4.0,85544,101423,187000.0,105185.34237162537,143284.38548928985,254733.0215633272
6,2,0,0,0,46,1,21,1,143,4,1,4,0,0,4,1,3,9,0,25.0,2.25,102259,102992,41100.0,85001.73240183413,110859.77228107171,53602.8679887674
8,0,0,0,1,52,2,20,1,129,1,1,3,1,1,0,1,7,9,3,33.333333333333336,3.0,101323,54099,14350.2,77902.03264053252,54034.13893317276,9953.536181742375
12,2,0,12000,0,45,2,36,0,359,2,0,4,0,1,2,1,3,8,2,25.0,2.0,82993,58892,4694.2,80512.89949189492,82795.71448820643,4827.296562455364
10,2,0,6000,1,41,2,10,1,130,1,0,7,2,1,2,1,0,10,5,2.0,1.4285714285714286,112171,73386,34976.0,107414.6055262545,103102.85944912779,33572.023044959904
6,2,0,13200,1,60,2,16,1,12,4,1,4,0,0,3,1,3,7,1,20.0,1.75,96147,103546,28330.0,82329.47580904588,86933.25981106043,29914.185973436528
9,2,0,0,1,37,2,21,1,37,5,1,5,0,3,1,1,3,5,4,8.0,1.0,80842,56235,1601.0,83617.36556211236,56839.520725575334,1088.291553673139
3,1,0,48000,1,51,2,21,1,150,0,1,4,0,1,2,1,4,15,2,20.0,3.75,74407,109478,32479.5,102259.28487261687,134391.3194836483,42685.247277120456
9,2,0,45000,1,40,2,4,1,37,4,1,5,1,2,1,1,3,2,4,6.0,0.4,62244,77409,464.20000000000005,74535.71314074507,40626.0660508784,253.01454921625566
10,2,0,90000,1,55,2,38,1,248,4,0,4,0,0,2,1,3,17,2,37.5,4.25,110602,237912,110626.5,107858.77583525617,159860.96506008357,163963.0981741462
14,1,0,30000,1,77,5,43,0,359,2,0,5,0,2,1,1,3,11,4,20.0,2.2,102463,116651,46250.0,106981.08197275258,87648.30524786684,37892.06505451405
3,1,0,24000,0,35,3,20,0,359,2,0,4,0,3,0,1,3,13,4,16.0,3.25,67023,80378,24663.800000000003,86253.76836103106,97084.16842788573,27760.69450379507
13,1,0,9000,1,72,2,21,0,359,2,0,5,0,2,0,1,3,9,5,10.8,1.8,118564,31440,1276.2,99020.47084970064,55210.43345139014,711.5655436299829
9,2,2,36000,1,70,2,6,1,327,1,0,6,0,1,4,1,8,5,2,3.3333333333333335,0.8333333333333334,67728,43113,19541.600000000002,99215.28767059157,88630.0552408174,17456.715876734106
6,1,0,36600,1,66,2,7,1,125,0,2,3,0,1,0,1,3,7,3,9.333333333333334,2.3333333333333335,92716,28976,42206.5,78520.20952411795,60537.42931064545,32540.323385343887
6,2,0,30000,1,50,2,35,1,128,1,1,6,1,1,1,1,4,8,5,13.333333333333334,1.3333333333333333,87933,94541,6319.200000000001,98850.61673528582,80753.9323351454,5162.337535827367
12,2,0,12000,1,46,2,6,1,38,4,0,9,0,4,3,1,6,4,6,2.6666666666666665,0.4444444444444444,34585,51452,5312.8,117259.27805086746,57865.27931283057,2621.7682817375317
8,0,0,45000,1,53,2,7,1,51,3,1,5,0,2,2,1,3,15,3,16.0,3.0,124116,188936,453905.8,117874.00961747945,133678.41730700768,514764.9524045152
5,1,0,16800,1,43,2,6,0,359,2,0,4,0,1,1,1,3,10,3,20.0,2.5,82603,64634,8861.0,83603.13862334956,81086.74407791925,8594.290251607488
13,1,2,30000,1,58,2,6,0,359,2,0,5,1,2,1,1,3,6,4,33.6,1.2,155558,23733,8280.800000000001,85320.263728542,59630.63692713673,5787.4806838067425
9,2,2,120000,0,56,5,21,0,359,2,0,5,0,1,2,1,3,9,3,51.2,1.8,78909,158428,94093.0,91671.90824030316,123374.49144599072,126632.8611072143
10,2,0,48000,1,48,2,41,1,314,4,1,5,0,1,2,1,3,14,3,30.0,2.8,120208,80818,63086.5,112553.03743068046,138758.79167795993,77774.94691409766
5,2,0,13998,1,61,2,35,1,230,3,1,6,0,0,3,1,3,14,3,9.5,2.3333333333333335,65003,89875,24887.600000000002,119188.66865855773,139135.07173636148,29052.577315597413
6,2,0,36000,0,60,2,6,1,367,4,0,11,0,3,4,1,3,5,7,7.2727272727272725,0.45454545454545453,231116,242751,117690.0,138252.84532131045,82117.63937773091,69903.98610534395
3,1,0,24000,1,79,2,6,0,359,2,1,3,0,0,1,1,3,9,2,66.0,3.0,59447,34478,21568.4,79453.1095259376,68727.16769883077,18656.727881890525
4,2,1,10200,1,62,2,18,1,290,0,2,26,5,6,1,1,0,5,25,1.1538461538461537,0.19230769230769232,245341,49475,29963.0,241025.8553707906,46765.65254811292,5813.647026139423
14,0,0,24000,1,55,2,35,1,129,1,0,9,2,0,1,1,8,5,8,3.3333333333333335,0.5555555555555556,161536,30530,23984.600000000002,118519.18457323102,31536.54918778712,6382.017564270681
9,2,2,30000,1,63,2,6,1,149,4,1,9,2,3,2,1,3,5,7,2.4444444444444446,0.5555555555555556,176456,61607,13838.0,113820.84197712506,69731.28688397315,8477.722806639822
9,2,2,33000,1,40,2,17,1,37,4,0,8,0,4,3,1,7,2,5,7.5,0.25,98054,103973,12114.800000000001,99030.8022209371,58309.897950199644,7133.2629428879745
10,2,0,18000,1,76,2,33,1,287,0,1,3,0,0,1,1,3,8,2,16.666666666666668,2.6666666666666665,136674,89184,62418.75,82579.66750059735,78433.60028013973,59284.89948752285
10,2,0,21000,0,61,5,18,1,129,1,2,8,1,1,2,1,3,9,6,5.0,1.125,98871,132851,40275.0,121825.17921691206,106461.47809292155,35195.81138935178
4,0,1,48000,1,78,2,4,1,287,0,1,2,0,0,0,1,8,6,2,28.0,3.0,55571,12552,12405.400000000001,67112.1523439219,40854.93203168058,7551.862905969091
9,0,2,27000,1,62,2,36,1,128,1,0,4,0,1,0,1,5,5,4,25.0,1.25,77894,27134,429.8,79109.38524229485,39540.69917692733,214.8239738457406
9,2,2,24000,1,39,2,21,1,66,4,1,7,1,4,2,1,3,6,5,3.5714285714285716,0.8571428571428571,70265,44950,6025.200000000001,99143.2927520297,83434.25380155454,5070.520173890784
11,0,0,12000,1,52,2,15,1,112,4,1,10,1,6,3,1,5,5,7,16.0,0.5,161299,14957,6158.0,134556.63127495683,46110.48267707641,2110.251643749972
1,0,0,75000,1,53,2,10,1,38,4,1,5,0,2,2,1,3,10,3,35.0,2.0,65007,58970,322174.0,102748.21313028004,97862.41081919882,306854.2350540693
2,1,0,180000,1,65,2,4,0,359,2,1,2,0,0,1,1,3,10,1,30.0,5.0,52604,64920,61669.25,67724.12137290333,95442.46318872564,86909.43497948833
16,2,0,6000,1,35,2,42,1,314,4,1,3,0,1,1,1,3,7,2,20.0,2.3333333333333335,93611,43600,2860.0,76242.18691965003,77338.71418111453,2901.132974990519
3,2,0,24000,0,43,2,35,1,129,1,0,6,1,0,1,1,3,13,5,12.0,2.1666666666666665,85083,96273,84378.0,103439.59649570486,118586.70140052745,96733.83336514843
4,2,0,24600,1,62,2,18,1,148,4,0,9,2,2,3,1,3,8,6,7.777777777777778,0.8888888888888888,74345,41770,53440.0,121066.07471367322,85990.64355883526,37957.28904775632
2,1,0,66000,1,64,2,33,0,359,2,1,4,0,0,1,1,3,12,3,11.0,3.0,180496,182639,249475.59999999998,93781.41774424,103889.83896180052,276365.8359226546
13,2,0,18000,1,54,2,33,1,297,3,0,7,1,4,2,1,8,13,5,14.285714285714286,1.8571428571428572,157594,158798,84358.25,127203.74732183266,113573.63522686342,75319.11060478746
4,2,0,33000,1,56,2,0,1,350,3,1,3,0,0,3,1,9,19,0,33.333333333333336,6.333333333333333,90204,156454,118074.5,99771.32501817458,171239.23600051762,202653.28908341128
3,0,0,60000,1,60,2,35,1,126,1,1,2,0,0,1,1,3,14,1,150.0,7.0,50656,61734,21792.2,78722.7378911456,105315.41612212821,29153.643187437723
6,1,0,120000,1,69,2,42,0,359,2,1,3,0,0,0,1,3,13,3,53.333333333333336,4.333333333333333,115085,47188,19471.0,87838.85934685342,100832.38726994077,22351.239839993967
6,2,0,150000,1,47,2,11,1,350,3,0,5,1,2,2,1,3,11,3,50.0,2.2,108516,155514,82375.0,102583.30451629897,126316.96214533677,101433.2673897131
3,1,0,75000,1,66,2,41,0,359,2,1,2,0,0,0,1,3,10,2,300.0,5.0,95095,57063,114067.5,74384.1452733852,80416.96294172092,123318.77830472101
9,2,2,0,1,39,2,8,1,258,4,0,6,0,3,3,1,7,5,3,7.0,0.8333333333333334,80575,72219,21053.800000000003,91898.80175227279,80743.39522960522,18498.122522506343
9,2,2,21000,1,43,2,35,1,98,4,1,4,0,2,2,1,7,8,2,7.5,2.0,82622,42428,5650.0,81329.32576159528,96181.84294198452,6681.813817259331
0,2,0,19800,1,42,2,4,1,260,3,1,4,0,2,1,1,0,6,3,12.0,1.5,105260,98552,10124.0,76505.74330826022,73036.19872910413,9664.87539313426
9,1,2,36000,1,56,2,21,0,359,2,0,4,0,1,0,1,3,12,4,15.0,3.0,79761,70738,115108.25,88579.73716574944,98877.5520309581,128490.13039257914
8,1,0,36000,1,61,2,21,1,281,4,0,10,1,1,4,1,8,18,6,15.0,1.8,137141,72654,125813.25,165513.89945916334,162014.27242044124,123153.05376893884
9,0,2,33000,1,51,2,35,1,128,0,1,2,0,0,1,1,3,8,1,30.0,4.0,51456,33090,58837.5,64975.1011157769,77779.66795079819,70432.53699445004
5,2,0,12000,1,48,2,6,1,30,4,0,8,1,2,3,1,2,1,5,6.0,0.125,109997,39576,1654.4,93764.59911068024,39624.18030859258,699.1363960843578
14,1,0,21000,0,41,2,4,1,64,3,1,4,1,1,2,1,3,12,2,25.0,3.0,96261,378419,164960.8,92702.48228243645,113929.13189378286,202732.87486784637
12,1,0,120000,1,87,5,21,1,132,1,1,2,0,0,0,1,3,17,2,50.0,8.5,5760,112860,20959.600000000002,86414.40787646803,130972.54207876298,31767.06478019602
6,2,0,39000,1,42,2,35,1,281,4,1,4,0,1,2,1,3,11,2,12.5,2.75,104802,105588,33581.0,91669.10148315826,115864.27471563211,42444.38034489167
14,2,0,24000,0,49,3,4,1,39,4,1,3,0,0,2,1,3,8,1,33.333333333333336,2.6666666666666665,42149,116635,21343.4,74378.0476016094,93671.96229841966,26879.94945536631
9,2,2,0,0,37,1,5,1,351,4,0,9,1,1,4,1,3,13,5,5.111111111111111,1.4444444444444444,87972,201549,94885.5,132063.77441162447,151745.54055168648,109026.50293137216
6,0,0,24000,1,50,2,8,1,350,3,1,5,0,2,1,1,3,9,4,15.0,1.8,73794,77472,48007.0,102422.16276371316,74554.19042032506,34944.81001895599
5,2,0,24000,1,52,2,6,1,148,4,0,6,1,1,2,1,3,12,4,10.0,2.0,74925,102202,23934.0,106024.41006492329,112839.82434409435,25472.514812370046
5,2,0,24000,0,69,5,6,0,359,2,0,8,0,1,4,1,3,9,4,7.5,1.125,94208,21770,86.0,118408.68268222896,109749.64615501271,79.71095831427267
2,0,0,33000,1,47,2,38,1,131,1,1,6,1,2,0,1,7,12,6,6.666666666666667,2.0,99953,67652,4764.0,109968.86467706817,80095.09463431186,3469.827864081161
9,1,0,84000,1,47,2,42,1,37,5,1,4,0,2,1,1,3,10,3,15.75,2.5,78300,90443,21719.0,91325.44174451024,91224.66768675324,21695.033931852773
11,1,0,120000,0,42,2,0,1,129,1,1,4,0,2,0,1,3,14,4,205.0,3.5,130153,150209,92122.0,106094.22979577005,128861.75845212428,111891.12673684621
6,0,0,48000,1,69,2,42,1,129,0,1,3,0,0,0,1,3,13,3,31.666666666666668,4.333333333333333,87703,71406,79825.0,91045.23929949757,90822.5730595067,79629.77471700852
6,2,0,6000,1,58,2,6,1,52,0,0,9,1,2,3,1,6,5,6,6.666666666666667,0.5555555555555556,128431,106266,17461.2,115932.70329918497,64175.58808701064,9665.803926033252
3,2,0,66000,1,56,2,21,1,167,4,2,5,0,0,3,1,4,10,2,26.0,2.0,89938,46659,147704.8,102126.63046857191,122944.74962475471,177813.85296916086
15,1,0,150000,0,49,2,4,0,359,2,1,4,0,3,1,1,3,16,3,6.0,4.0,74134,66244,123585.0,107331.93248664924,141732.3178103547,163194.56932140354
9,1,2,60000,0,75,3,31,0,359,2,1,2,0,0,0,1,3,8,2,11.0,4.0,70024,52740,7340.0,60292.151216421174,69207.97644186184,8425.417518439957
6,1,0,54000,0,60,2,21,0,359,2,1,2,0,0,1,1,3,12,1,50.0,6.0,65816,169311,64159.0,67535.19510612985,94597.05417819176,89867.99237761776
1,0,0,108000,1,49,2,7,1,132,1,1,5,0,2,1,1,3,10,4,24.0,2.0,101816,58830,23790.600000000002,101817.31534656892,90757.18583112997,21206.29382030589
6,0,0,48000,1,40,2,21,1,128,1,1,7,1,3,1,1,3,10,6,9.857142857142858,1.4285714285714286,89329,124896,34721.75,116323.14761434724,82753.98691099742,24701.560299529978
12,2,0,12000,0,38,2,41,1,123,3,0,7,1,2,2,1,3,14,5,28.571428571428573,2.0,197564,100528,52676.5,120415.76022984092,130274.27142150087,56989.15694620248
9,2,2,84000,1,51,1,35,1,37,5,1,2,0,1,1,1,3,4,1,15.0,2.0,37416,62196,3211.6000000000004,54023.20206384523,65357.51218136221,3885.4080858368616
1,1,0,90000,1,51,2,21,1,148,4,1,6,0,2,3,1,5,12,3,31.166666666666668,2.0,90082,61574,42567.5,115257.06178149363,123560.56955274286,45634.20638301319
14,0,1,4800,1,43,2,11,1,287,1,1,5,0,2,2,1,3,3,3,6.0,0.6,100815,51113,7692.6,89645.51524300865,46346.30909543593,3977.037963149588
4,2,0,9000,1,28,3,41,1,133,3,1,1,0,0,1,1,3,5,0,42.0,5.0,40196,55798,6991.0,36660.51658618166,61789.84705923855,11783.05329592543
2,2,0,12000,1,51,2,41,1,327,0,1,4,0,1,1,1,3,10,3,11.75,2.5,84468,91015,1566.4,89139.89077694627,96925.2356647795,1703.2070358400742
6,2,0,21000,1,90,2,16,0,359,2,0,16,3,1,1,1,3,12,15,12.5,0.75,208724,165681,77886.5,184939.11931195392,84147.28457653424,35438.35130476155
3,2,0,30000,1,52,2,33,1,296,4,0,7,1,0,4,1,3,20,3,14.285714285714286,2.857142857142857,181068,421992,355240.6,139364.74699458736,197797.88624533382,504186.613213262
7,2,0,21000,0,67,5,18,0,359,2,0,6,1,2,2,1,3,13,4,20.0,2.1666666666666665,92224,62342,53098.0,108917.0314830188,119586.86511109809,58299.63667949474
3,2,0,24000,1,70,2,6,1,314,4,0,6,0,1,3,1,4,8,3,8.333333333333334,1.3333333333333333,71573,16810,29713.0,104485.84765209258,90228.1946271179,25658.50215315607
6,2,0,24000,1,42,2,21,1,277,4,1,5,0,3,2,1,8,5,3,10.0,1.0,71552,186192,31581.25,88510.98953072706,65320.08974340608,23306.59836870087
16,2,0,102000,1,56,2,7,1,129,1,1,6,0,1,2,1,4,18,4,16.666666666666668,3.0,103384,128722,63610.25,134860.9594910243,172822.34860725998,81515.60571706164
16,2,2,72000,0,30,3,41,1,123,3,1,4,0,0,2,1,3,9,2,12.5,2.25,111790,103743,89083.75,83225.03570895366,126741.90163475725,135664.03166518096
9,1,2,0,0,31,2,21,0,359,2,1,3,1,1,0,1,3,8,3,6.666666666666667,2.6666666666666665,70305,30652,12538.400000000001,61372.53181037199,71920.49007874468,14693.346456515797
0,2,0,13200,1,51,2,4,1,260,3,1,9,0,3,2,1,3,7,7,5.555555555555555,0.7777777777777778,113267,12373,49701.0,123421.29626475283,81271.50456229955,32727.537066100344
2,1,0,132000,1,62,2,21,0,359,2,0,7,1,2,2,1,3,20,5,4.285714285714286,2.857142857142857,154528,119493,144472.0,138733.861032701,169412.0864237558,176419.10033804772
6,0,0,30000,1,53,2,21,1,128,1,1,7,0,1,2,1,3,11,5,17.857142857142858,1.5714285714285714,153096,80886,35471.0,123243.5544708991,97155.90327386132,27962.655408813884
4,1,0,30000,1,61,2,10,0,359,2,1,2,0,0,0,1,3,11,2,24.0,5.5,48304,33362,33428.75,64770.41686232747,75268.52379918509,38846.9425833736
16,2,0,84000,1,55,2,7,1,51,3,0,6,0,0,4,1,3,15,2,13.333333333333334,2.5,100581,204145,218107.3,125269.22587273068,166272.607572348,289498.63183802756
15,0,0,27000,0,57,5,21,1,179,1,1,4,0,0,1,1,3,9,3,18.75,2.25,129783,46321,11414.0,93597.68812216575,82621.93905363385,10075.535318001566
9,2,2,132000,0,46,5,6,0,359,2,0,3,0,0,1,1,3,9,2,40.0,3.0,91298,94932,32041.5,68245.63399443205,117588.63796136554,55208.16677513012
3,2,0,7800,1,43,1,42,1,38,4,1,6,0,3,1,1,4,11,5,20.833333333333332,1.8333333333333333,72424,95306,11870.800000000001,105723.27440250674,94972.52457678628,10663.686412642774
9,1,2,51000,1,32,2,21,0,359,2,0,5,2,0,1,1,7,5,4,16.0,1.0,61421,55255,20628.800000000003,72479.8556413203,58268.138438779126,16583.942718846054
3,1,0,39000,0,64,5,20,1,150,1,0,6,1,1,1,1,4,13,5,16.666666666666668,2.1666666666666665,131413,69247,17874.0,109732.64492458687,110752.11425896754,18040.058103267656
0,2,0,21600,1,53,2,41,1,296,3,1,7,0,2,1,1,3,8,6,20.0,1.1428571428571428,113106,54701,36582.5,109938.4071165887,81379.92649445814,27079.53697952297
6,2,0,0,0,45,2,43,0,359,2,0,6,1,1,2,1,3,11,4,11.666666666666666,1.8333333333333333,103770,38790,7040.0,98705.3232863322,100089.1968186671,7138.7025759429
13,2,0,120000,1,59,2,7,1,55,3,1,4,0,0,4,1,3,20,0,37.5,5.0,123757,296367,231400.0,119560.06002459204,206041.4008796568,398778.48968749103
9,1,2,78000,0,70,5,21,0,359,2,0,6,0,3,1,1,3,16,5,13.666666666666666,2.6666666666666665,50947,97508,18169.600000000002,119697.98471382023,141830.38629779662,21529.196110006917
5,0,0,18000,1,40,2,36,1,148,4,1,5,0,3,2,1,4,11,3,18.0,2.2,79168,109308,64993.0,104231.05981371476,93357.45541694446,58212.79291180245
12,1,0,17400,0,50,2,17,0,359,2,1,8,1,1,1,1,8,4,7,6.25,0.5,91373,48049,7793.6,104761.46281716302,33143.932813306055,2465.702060924861
6,2,0,12000,1,55,2,6,1,281,4,1,4,0,1,1,1,6,8,3,5.0,2.0,77861,85004,2860.0,85211.90439556127,76555.50033543461,2569.4617731222556
5,2,0,105000,1,51,2,24,1,214,3,0,7,0,1,4,1,3,23,3,14.285714285714286,3.2857142857142856,148243,451151,331726.0,152072.66024347997,229731.63514711856,501128.5807639472
16,2,0,12000,1,50,2,21,1,350,3,1,4,0,0,3,1,3,9,1,11.0,2.25,109471,199173,165014.8,95284.27684635171,111815.70143577943,193644.17950128278
14,2,0,24000,1,60,2,42,1,38,4,1,3,0,0,2,1,3,5,1,32.666666666666664,1.6666666666666667,89683,141838,27010.0,73358.72687734752,65884.69569410315,24258.131328710842
14,1,0,9000,0,32,2,21,0,359,2,1,3,0,1,1,1,7,8,2,5.0,2.6666666666666665,32954,73303,3640.6000000000004,71979.18932700343,67833.9356984008,3430.9392563685187
9,2,2,30000,1,27,3,7,1,284,4,1,1,0,0,1,1,3,2,0,25.0,2.0,16025,98910,16575.600000000002,37705.385734218136,63218.41615615613,27791.339577439034
1,0,1,51000,1,64,5,16,1,362,1,0,9,1,1,5,1,6,9,4,6.0,1.0,113080,90046,18059.0,132862.64472953632,113520.91942059486,15430.027664960191
2,2,0,45000,1,42,2,41,1,123,3,1,2,0,0,2,1,3,22,0,16.0,11.0,85748,92565,72123.0,77690.93314530642,180919.54947183747,167953.45529127083
6,2,0,18000,1,39,1,17,1,129,1,0,6,0,2,1,1,3,5,5,8.333333333333334,0.8333333333333334,109284,35330,1791.2,90658.03757405789,57507.49589427301,1136.2194616409581
9,2,2,51000,1,53,2,7,1,259,3,1,4,0,0,3,1,3,12,1,11.25,3.0,115304,195014,123212.5,94335.60258709633,145909.89337899323,190574.1018759158
6,2,0,9900,1,69,2,18,1,103,4,0,9,0,2,6,1,9,4,3,11.11111111111111,0.4444444444444444,105406,37444,3654.4,121071.67739248779,74889.19950712263,2260.438581284658
9,2,2,30000,1,40,2,36,1,30,4,1,5,0,3,2,1,7,2,3,2.0,0.4,61273,38163,11086.0,75863.28388332439,54493.131579687106,7963.151946091826
11,2,0,40200,1,65,2,7,1,128,1,1,4,0,0,2,1,0,27,2,18.25,6.75,87714,116571,36289.75,130399.8933826719,226227.55026125675,62958.18983533301
16,2,2,9000,1,59,2,0,1,350,3,1,6,0,2,1,1,8,8,5,7.5,1.3333333333333333,108302,44468,8860.4,106999.26665732967,86608.90417081135,7171.913962482182
9,0,2,120000,1,62,2,16,0,359,2,1,4,0,0,1,1,3,16,3,35.0,4.0,95079,166484,201190.0,105531.5901751247,142258.52339889455,271207.8182004877
3,1,0,24000,1,59,5,21,1,143,1,0,5,0,1,4,1,7,8,1,14.0,1.6,77778,65674,17847.2,96127.85729871619,98175.59556478927,18227.385259603696
4,0,1,24000,1,46,2,16,1,129,1,1,3,0,1,0,1,3,8,3,26.666666666666668,2.6666666666666665,66720,440441,172186.0,74966.9399006189,67887.56622120828,155925.91204684434
9,2,2,78000,0,61,5,21,0,359,2,0,5,0,0,4,1,3,9,1,29.6,1.8,111178,135627,198887.5,92843.59742010907,136551.09613371524,292516.7366081837
16,1,0,27000,0,56,5,43,0,359,2,0,9,3,1,2,1,3,17,7,3.6666666666666665,1.8888888888888888,110580,85698,39789.75,142687.5228214532,140252.5610042859,39110.73812812198
8,2,0,2400,0,34,2,41,1,123,3,1,4,1,1,1,1,0,6,3,8.0,1.5,69518,32667,16349.2,71659.01100318019,70544.65588617662,16094.956822151702
8,0,0,18000,1,59,2,21,1,129,1,0,6,0,1,2,1,3,24,4,6.666666666666667,4.0,123407,162229,250852.0,146867.4966254877,187882.6819345302,320906.5832232726
8,2,2,10800,1,40,2,40,1,230,3,1,3,0,1,2,1,3,5,1,8.666666666666666,1.6666666666666667,75957,75701,4666.0,65705.32150895365,81888.96067068614,5815.265517532756
6,2,0,6600,1,56,2,12,1,189,4,1,4,0,2,1,1,8,6,3,7.5,1.5,71427,182676,20139.600000000002,80964.84063903017,57704.464632210016,14353.697564701064
14,2,0,15000,1,43,2,21,1,75,4,1,6,0,3,2,1,7,4,4,4.833333333333333,0.6666666666666666,89094,56540,4400.400000000001,95323.17397114009,55446.52515797696,2559.5758003088627
15,2,0,6900,1,56,2,36,1,39,4,1,3,0,0,2,1,8,7,1,5.0,2.3333333333333335,51391,90997,4703.6,75816.8170137766,72341.20743240247,4487.976634751354
10,1,0,108000,1,57,2,16,1,128,1,1,9,0,5,1,1,3,4,8,6.666666666666667,0.4444444444444444,160943,31487,30966.5,125421.76730301382,50060.382879268014,12359.854910078297
9,2,2,36000,1,40,2,21,1,179,1,1,4,0,2,1,1,3,9,3,5.0,2.25,177146,32334,12726.0,83799.287805157,105524.81290064735,16025.300502506128
6,1,0,36000,1,60,2,21,0,359,2,1,3,0,0,1,1,3,15,2,40.0,5.0,111144,32829,11516.800000000001,88539.50403508863,115072.66414849841,14968.107997761274
6,2,0,42000,1,69,2,21,1,317,3,0,6,1,2,2,1,3,11,4,11.666666666666666,1.8333333333333333,96862,96702,48625.0,111090.9126469217,104305.24873172383,45654.88390305892
6,2,0,36000,1,61,2,21,1,30,4,1,7,0,4,2,1,3,8,5,14.285714285714286,1.1428571428571428,155087,51138,14525.6,113013.39657356677,83245.8450067081,10699.57972143865
4,0,1,30000,1,41,2,44,1,287,0,1,4,0,2,0,1,8,10,4,22.5,2.5,99879,86414,26929.0,91252.82262298194,76573.77304296748,22597.165490360894
6,0,0,30000,1,49,2,43,1,204,4,1,5,0,2,1,1,3,4,4,16.0,0.8,118494,62514,24403.0,88922.48754800294,36326.09000414872,9968.969591552432
5,2,0,36000,1,49,2,33,1,133,3,0,12,0,3,5,1,4,18,7,16.666666666666668,1.5,202869,286632,350410.0,181301.27019851023,190352.48478593034,367903.7334973174
0,2,0,6000,1,46,2,4,1,1,3,1,7,0,2,1,1,3,9,6,17.142857142857142,1.2857142857142858,145949,48554,31687.5,106521.53135312792,86660.93591240006,25779.46798024079
9,2,2,0,1,33,2,35,1,56,3,0,6,1,0,3,1,3,8,3,2.5,1.3333333333333333,102893,189048,97285.0,90973.2118502685,109005.71099150834,116568.6071550698
14,2,0,12000,1,44,2,41,1,123,3,1,3,0,0,1,1,3,6,2,28.333333333333332,2.0,64341,82285,3631.4,72330.8834311235,68756.88484620098,3451.9660176451957
6,2,0,39000,1,43,2,21,1,37,4,0,8,1,2,3,1,3,5,5,6.25,0.625,124936,82040,11177.400000000001,104682.38906596653,72194.70030485973,7708.546302654911
6,0,0,27000,1,57,2,4,1,126,0,0,6,1,1,1,1,3,7,5,8.333333333333334,1.1666666666666667,89204,132277,113179.5,99853.09276918486,55879.98421759385,63337.734449292126
15,1,0,36000,1,72,2,10,0,359,2,0,4,0,2,0,1,3,8,4,25.0,2.0,71695,39270,73891.25,90107.00188118264,53633.04721942918,43981.18700673644
7,2,0,12000,1,48,2,21,1,350,3,0,5,1,1,2,1,8,10,3,8.4,2.0,106637,81543,28566.600000000002,95961.77460240884,95496.64814119846,28428.13776728428
9,2,2,270000,1,56,2,2,1,76,4,0,9,2,1,3,1,3,28,6,37.77777777777778,3.111111111111111,160811,332610,-1411505.28,167118.64041429825,240820.61218056723,-2034001.5020647587
5,2,0,33000,1,51,2,7,1,370,1,1,4,0,1,1,1,3,10,3,32.0,2.5,71420,203553,77071.25,92016.50244903915,102936.10000151522,86217.29457317166
7,0,0,6000,1,37,1,21,1,370,4,1,1,0,0,1,1,4,1,0,25.0,1.0,83630,45432,12369.0,47487.45543349849,17012.68800562066,4431.2742390715875
5,0,0,13200,1,40,2,21,1,128,1,1,4,0,1,0,1,3,6,4,17.5,1.5,66376,61292,11794.0,80383.70293970051,45719.3686183622,6708.004405936027
12,1,0,36000,1,66,2,17,1,52,1,0,6,0,2,1,1,3,12,5,11.333333333333334,2.0,76786,61423,23007.4,116852.20021460428,95770.08515714221,18856.475557993374
9,2,2,0,1,57,2,21,0,359,2,1,6,1,0,2,1,3,8,4,5.0,1.3333333333333333,116052,58126,16765.0,94433.77028002638,92090.7761598476,16349.043967445983
3,0,0,30000,1,52,2,21,1,320,7,1,4,0,1,0,1,8,10,4,15.0,2.5,98628,48564,4211.6,91064.74078092288,63602.796402883905,2941.528576628879
9,2,2,72000,1,55,2,20,1,314,4,1,3,0,0,2,1,3,13,1,20.0,4.333333333333333,67490,153100,41272.0,85340.64038726146,141885.62834228855,68617.99520568193
3,2,0,21000,1,39,3,20,1,279,3,1,1,0,0,1,1,3,6,0,50.0,6.0,15069,83872,9688.4,39819.78458558451,67471.82127656392,16416.311641537886
4,0,1,39000,1,81,5,17,0,359,2,0,6,1,1,1,1,6,13,5,9.333333333333334,2.1666666666666665,105226,53142,73825.0,112707.12589574674,95795.18494387425,62747.40370030497
